bundle_path,scope,grade,subject,period,protocol,bundle_score,bundle_severity,quarantine,structural_issues,question_id,question_index,question_score,question_severity,flags
questions_data/colombia/ingles/grado-10/periodo-4/CO-ENG-10-identity-001-PRO-v4-bundle.md,colombia,10,ingles,4,4.1,45,critical,true,"",CO-ENG-10-identity-001-PRO-v19,20,25,high,"invalid-option-count|option-length-imbalance|option-category-mismatch|correct-shape-outlier"
questions_data/colombia/ingles/grado-10/periodo-4/CO-ENG-10-identity-001-PRO-v4-bundle.md,colombia,10,ingles,4,4.1,45,critical,true,"",CO-ENG-10-identity-001-PRO-v20,21,65,high,"invalid-option-count"
questions_data/colombia/preuniversitario/ucaldas/general/simulacro/CO-PREU-UCALDAS-001-bundle.md,colombia,11,Preuniversitario,,2,50,critical,true,"",CO-PREU-UCALDAS-001-v1,1,90,low,"option-category-mismatch"
questions_data/colombia/preuniversitario/ucaldas/general/simulacro/CO-PREU-UCALDAS-001-bundle.md,colombia,11,Preuniversitario,,2,50,critical,true,"",CO-PREU-UCALDAS-001-v2,2,60,medium,"option-length-imbalance|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/preuniversitario/ucaldas/general/simulacro/CO-PREU-UCALDAS-001-bundle.md,colombia,11,Preuniversitario,,2,50,critical,true,"",CO-PREU-UCALDAS-001-q3,3,0,critical,"missing-id|invalid-option-count|missing-correct-option"
questions_data/colombia/lectura-critica/grado-10/periodo-3/CO-LEC-10-multimodal-001-PRO-v4-bundle.md,colombia,10,lectura-critica,3,4.1,51,critical,true,"",CO-LEC-10-multimodal-001-PRO-v1,1,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/lectura-critica/grado-10/periodo-3/CO-LEC-10-multimodal-001-PRO-v4-bundle.md,colombia,10,lectura-critica,3,4.1,51,critical,true,"",CO-LEC-10-multimodal-001-PRO-v2,2,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/lectura-critica/grado-10/periodo-3/CO-LEC-10-multimodal-001-PRO-v4-bundle.md,colombia,10,lectura-critica,3,4.1,51,critical,true,"",CO-LEC-10-multimodal-001-PRO-v3,3,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/lectura-critica/grado-10/periodo-3/CO-LEC-10-multimodal-001-PRO-v4-bundle.md,colombia,10,lectura-critica,3,4.1,51,critical,true,"",CO-LEC-10-multimodal-001-PRO-v4,4,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/lectura-critica/grado-10/periodo-3/CO-LEC-10-multimodal-001-PRO-v4-bundle.md,colombia,10,lectura-critica,3,4.1,51,critical,true,"",CO-LEC-10-multimodal-001-PRO-v5,5,10,critical,"invalid-option-count|multiple-correct-options"
questions_data/colombia/lectura-critica/grado-10/periodo-3/CO-LEC-10-multimodal-001-PRO-v4-bundle.md,colombia,10,lectura-critica,3,4.1,51,critical,true,"",CO-LEC-10-multimodal-001-PRO-v13,6,45,critical,"multiple-correct-options"
questions_data/colombia/lectura-critica/grado-10/periodo-3/CO-LEC-10-multimodal-001-PRO-v4-bundle.md,colombia,10,lectura-critica,3,4.1,51,critical,true,"",CO-LEC-10-multimodal-001-PRO-v20,7,25,high,"invalid-option-count|option-length-imbalance|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/ciencias-naturales/grado-10/periodo-4/CO-CN-10-integration-001-PRO-v4-bundle.md,colombia,10,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-10-integration-001-PRO-v1,1,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/periodo-4/CO-CN-10-integration-001-PRO-v4-bundle.md,colombia,10,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-10-integration-001-PRO-v2,2,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/periodo-4/CO-CN-10-integration-001-PRO-v4-bundle.md,colombia,10,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-10-integration-001-PRO-v3,3,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/periodo-4/CO-CN-10-integration-001-PRO-v4-bundle.md,colombia,10,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-10-integration-001-PRO-v4,4,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/periodo-4/CO-CN-10-integration-001-PRO-v4-bundle.md,colombia,10,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-10-integration-001-PRO-v5,5,15,critical,"multiple-correct-options|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/ciencias-naturales/grado-10/periodo-4/CO-CN-10-integration-001-PRO-v4-bundle.md,colombia,10,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-10-integration-001-PRO-v13,6,45,critical,"multiple-correct-options"
questions_data/colombia/ciencias-naturales/grado-10/periodo-4/CO-CN-10-integration-001-PRO-v4-bundle.md,colombia,10,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-10-integration-001-PRO-v20,7,25,high,"invalid-option-count|option-length-imbalance|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v1,1,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v2,2,80,medium,"correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v3,3,0,critical,"invalid-option-count|multiple-correct-options|option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v4,4,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v5,5,35,critical,"multiple-correct-options|option-length-imbalance"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v6,6,60,medium,"option-length-imbalance|option-category-mismatch|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v7,7,55,high,"absurd-distractor|grammatical-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v13,8,25,critical,"multiple-correct-options|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-4/CO-CN-11-solutions-equilibrium-001-PRO-v4-bundle.md,colombia,11,ciencias-naturales,4,4.1,52,critical,true,"",CO-CN-11-solutions-equilibrium-001-PRO-v20,9,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/sociales-ciudadanas/grado-11/periodo-3/CO-SOC-11-constitution-001-PRO-v4-bundle.md,colombia,11,sociales-ciudadanas,3,4.1,53,critical,true,"",CO-SOC-11-constitution-001-PRO-v4-v1,1,90,low,"option-category-mismatch"
questions_data/colombia/sociales-ciudadanas/grado-11/periodo-3/CO-SOC-11-constitution-001-PRO-v4-bundle.md,colombia,11,sociales-ciudadanas,3,4.1,53,critical,true,"",CO-SOC-11-constitution-001-PRO-v4-v18,2,15,critical,"multiple-correct-options|option-category-mismatch|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-1/CO-CIE-11-physics-002-PRO-v4-bundle.md,colombia,11,ciencias-naturales,1,4.1,54,critical,true,"",CO-CIE-11-physics-002-PRO-v4-v1,1,100,low,""
questions_data/colombia/ciencias-naturales/grado-11/periodo-1/CO-CIE-11-physics-002-PRO-v4-bundle.md,colombia,11,ciencias-naturales,1,4.1,54,critical,true,"",CO-CIE-11-physics-002-PRO-v4-v5,2,25,critical,"multiple-correct-options|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-11/periodo-1/CO-CIE-11-physics-002-PRO-v4-bundle.md,colombia,11,ciencias-naturales,1,4.1,54,critical,true,"",CO-CIE-11-physics-002-PRO-v4-v15,3,45,critical,"multiple-correct-options"
questions_data/colombia/ciencias-naturales/grado-11/periodo-1/CO-CIE-11-physics-002-PRO-v4-bundle.md,colombia,11,ciencias-naturales,1,4.1,54,critical,true,"",CO-CIE-11-physics-002-PRO-v4-v20,4,45,critical,"multiple-correct-options"
questions_data/colombia/matematicas/grado-11/periodo-1/CO-MAT-11-calculus-002-PRO-v4-bundle.md,colombia,11,matematicas,1,4.1,54,critical,true,"",CO-MAT-11-calculus-002-PRO-v4-v1,1,100,low,""
questions_data/colombia/matematicas/grado-11/periodo-1/CO-MAT-11-calculus-002-PRO-v4-bundle.md,colombia,11,matematicas,1,4.1,54,critical,true,"",CO-MAT-11-calculus-002-PRO-v4-v5,2,45,critical,"multiple-correct-options"
questions_data/colombia/matematicas/grado-11/periodo-1/CO-MAT-11-calculus-002-PRO-v4-bundle.md,colombia,11,matematicas,1,4.1,54,critical,true,"",CO-MAT-11-calculus-002-PRO-v4-v10,3,25,critical,"multiple-correct-options|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-1/CO-MAT-11-calculus-002-PRO-v4-bundle.md,colombia,11,matematicas,1,4.1,54,critical,true,"",CO-MAT-11-calculus-002-PRO-v4-v20,4,45,critical,"multiple-correct-options"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v1,1,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v2,2,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v3,3,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v4,4,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v5,5,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v6,6,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v7,7,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v8,8,45,high,"invalid-option-count|option-category-mismatch|english-register-outlier"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v9,9,55,high,"invalid-option-count|english-register-outlier"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v10,10,0,critical,"invalid-option-count|multiple-correct-options|correct-shape-outlier"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v11,11,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v12,12,45,high,"invalid-option-count|correct-shape-outlier"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v13,13,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v14,14,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v15,15,65,high,"invalid-option-count"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v16,16,0,critical,"invalid-option-count|multiple-correct-options|correct-shape-outlier"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v17,17,100,low,""
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v18,18,45,critical,"multiple-correct-options"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v19,19,45,critical,"multiple-correct-options"
questions_data/colombia/ingles/grado-9/periodo-2/CO-ENG-09-conversations-001-PRO-v4-bundle.md,colombia,9,ingles,2,4,55,critical,true,"",CO-ENG-09-conversations-001-PRO-v20,20,45,critical,"multiple-correct-options"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v1,1,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v2,2,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v3,3,60,medium,"thin-statement|option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v4,4,60,medium,"option-length-imbalance|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v5,5,0,critical,"absurd-distractor|weak-distractor-pair|option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v6,6,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v7,7,60,medium,"option-length-imbalance|option-category-mismatch|correct-shape-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v8,8,60,medium,"option-length-imbalance|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v9,9,60,medium,"option-length-imbalance|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/ciencias-naturales/grado-10/quimica-materia-propiedades/CO-CN-10-quimica-materia-propiedades-001-v3-bundle.md,colombia,10,ciencias-naturales,1,3,56,critical,true,"",CO-CN-10-quimica-materia-propiedades-001-v10,10,50,medium,"option-length-imbalance|option-category-mismatch|correct-shape-outlier|grammatical-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v1,1,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v2,2,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v3,3,0,critical,"invalid-option-count|multiple-correct-options|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v4,4,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v5,5,25,critical,"multiple-correct-options|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v6,6,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v7,7,100,low,""
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v8,8,60,medium,"option-length-imbalance|option-category-mismatch|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v9,9,90,low,"option-length-imbalance"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v10,10,0,critical,"invalid-option-count|multiple-correct-options|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v11,11,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v12,12,50,medium,"option-length-imbalance|correct-shape-outlier|lexical-isolation"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v13,13,45,critical,"multiple-correct-options"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v14,14,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v15,15,70,medium,"option-length-imbalance|correct-shape-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v16,16,70,medium,"correct-shape-outlier|grammatical-outlier"
questions_data/colombia/matematicas/grado-11/periodo-2/CO-MAT-11-applications-derivatives-001-PRO-v4-bundle.md,colombia,11,matematicas,2,4.1,56,critical,true,"",CO-MAT-11-applications-derivatives-001-PRO-v17,17,70,medium,"option-length-imbalance|correct-shape-outlier"
